title,time,authors,link
Expertise validation in AWS data analytics with AWS Certification,2020-03-30T15:09:45+00:00,"['Beth Shepherd', 'Imtiaz Sayed']",https://aws.amazon.com/blogs/big-data/expertise-validation-in-aws-data-analytics-with-aws-certification/
Speeding up Etleap models at AXS with Amazon Redshift materialized views,2020-03-20T15:26:38+00:00,"['Christian Romming', 'Prasad Varakur', 'Vuk Ercegovac', 'Yannis Papakonstantinou']",https://aws.amazon.com/blogs/big-data/speeding-up-etleap-models-at-axs-with-amazon-redshift-materialized-views/
Ingest Excel data automatically into Amazon QuickSight,2020-03-19T14:25:55+00:00,['Ying Wang'],https://aws.amazon.com/blogs/big-data/ingest-excel-data-automatically-into-amazon-quicksight/
Lower your costs with the new pause and resume actions on Amazon Redshift,2020-03-11T17:26:02+00:00,['Sain Das'],https://aws.amazon.com/blogs/big-data/lower-your-costs-with-the-new-pause-and-resume-actions-on-amazon-redshift/
Tune Hadoop and Spark performance with Dr. Elephant and Sparklens on Amazon EMR,2020-03-11T11:42:34+00:00,"['Nivas Shankar', 'Mert Hocanin']",https://aws.amazon.com/blogs/big-data/tune-hadoop-and-spark-performance-with-dr-elephant-and-sparklens-on-amazon-emr/
Govern how your clients interact with Apache Kafka using API Gateway,2020-03-04T09:24:29+00:00,"['Prasad Alle', 'Francisco Oliveira']",https://aws.amazon.com/blogs/big-data/govern-how-your-clients-interact-with-apache-kafka-using-api-gateway/
Integrate Power BI with Amazon Redshift for insights and analytics,2020-02-25T14:34:23+00:00,"['Vu Le', 'Po Hong']",https://aws.amazon.com/blogs/big-data/integrate-power-bi-with-amazon-redshift-for-insights-and-analytics/
Streaming ETL with Apache Flink and Amazon Kinesis Data Analytics,2020-02-21T13:16:56+00:00,['Steffen Hausmann'],https://aws.amazon.com/blogs/big-data/streaming-etl-with-apache-flink-and-amazon-kinesis-data-analytics/
How Siemens built a fully managed scheduling mechanism for updates on Amazon S3 data lakes,2020-02-20T08:30:35+00:00,"['Pedro Bento', 'Arturo Bayo']",https://aws.amazon.com/blogs/big-data/how-siemens-built-a-fully-managed-scheduling-mechanism-for-consistent-updates-on-amazon-s3-data-lakes/
Load data incrementally and optimized Parquet writer with AWS Glue,2020-02-14T12:06:44+00:00,"['Mohit Saxena', 'Bijay Bisht']",https://aws.amazon.com/blogs/big-data/load-data-incrementally-and-optimized-parquet-writer-with-aws-glue/
Build machine learning-powered business intelligence analyses using Amazon QuickSight,2020-01-31T14:34:46+00:00,['Osemeke Isibor'],https://aws.amazon.com/blogs/big-data/build-machine-learning-powered-business-intelligence-analyses-using-amazon-quicksight/
Analyze your Amazon S3 spend using AWS Glue and Amazon Redshift,2020-01-24T15:19:07+00:00,['Shayon Sanyal'],https://aws.amazon.com/blogs/big-data/analyze-your-amazon-s3-spend-using-aws-glue-and-amazon-redshift/
Cross-account AWS Glue Data Catalog access with Amazon Athena,2020-01-21T14:03:32+00:00,['Pathik Shah'],https://aws.amazon.com/blogs/big-data/cross-account-aws-glue-data-catalog-access-with-amazon-athena/
How FactSet automated exporting data from Amazon DynamoDB to Amazon S3 Parquet to build a data analytics platform,2020-01-17T17:30:16+00:00,"['Arvind Godbole', 'Tarik Makota']",https://aws.amazon.com/blogs/big-data/how-factset-automated-exporting-data-from-amazon-dynamodb-to-amazon-s3-parquet-to-build-a-data-analytics-platform/
Amazon Redshift at re:Invent 2019,2020-01-10T14:19:50+00:00,['Corina Radovanovich'],https://aws.amazon.com/blogs/big-data/amazon-redshift-at-reinvent-2019/
How Verizon Media Group migrated from on-premises Apache Hadoop and Spark to Amazon EMR,2020-01-09T12:35:38+00:00,"['Lev Brailovskiy', 'Zilvinas Shaltys']",https://aws.amazon.com/blogs/big-data/how-verizon-media-group-migrated-from-on-premises-apache-hadoop-and-spark-to-amazon-emr/
Maximize data ingestion and reporting performance on Amazon Redshift,2020-01-02T09:34:40+00:00,"['Vasu Kiran Gorti', 'Ajit Pathak']",https://aws.amazon.com/blogs/big-data/maximize-data-ingestion-and-reporting-performance-on-amazon-redshift/
Amazon QuickSight: 2019 in review,2019-12-31T14:44:11+00:00,"['Jose Kunnackal', 'Sahitya Pandiri']",https://aws.amazon.com/blogs/big-data/amazon-quicksight-2019-in-review/
Working with nested data types using Amazon Redshift Spectrum,2019-12-23T13:55:57+00:00,['Juan Yu'],https://aws.amazon.com/blogs/big-data/working-with-nested-data-types-using-amazon-redshift-spectrum/
"Collect and distribute high-resolution crypto market data with ECS, S3, Athena, Lambda, and AWS Data Exchange",2019-12-20T17:28:16+00:00,['Jared Katz'],https://aws.amazon.com/blogs/big-data/collect-and-distribute-high-resolution-crypto-market-data-with-ecs-s3-athena-lambda-and-aws-data-exchange/
Under the hood: Scaling your Kinesis data streams,2019-12-17T10:40:19+00:00,['Ahmed Gaafar'],https://aws.amazon.com/blogs/big-data/under-the-hood-scaling-your-kinesis-data-streams/
ETL and ELT design patterns for lake house architecture using Amazon Redshift: Part 2,2019-12-13T18:19:40+00:00,"['Asim Kumar Sasmal', 'Maor Kleider']",https://aws.amazon.com/blogs/big-data/etl-and-elt-design-patterns-for-lake-house-architecture-using-amazon-redshift-part-2/
ETL and ELT design patterns for lake house architecture using Amazon Redshift: Part 1,2019-12-13T18:17:38+00:00,"['Asim Kumar Sasmal', 'Maor Kleider']",https://aws.amazon.com/blogs/big-data/etl-and-elt-design-patterns-for-lake-house-architecture-using-amazon-redshift-part-1/
Matching patient records with the AWS Lake Formation FindMatches transform,2019-12-09T11:49:58+00:00,"['Dhawalkumar Patel', 'Ujjwal Ratan']",https://aws.amazon.com/blogs/big-data/matching-patient-records-with-the-aws-lake-formation-findmatches-transform/
Highlight the breadth of your data and analytics technical expertise with new AWS Certification beta,2019-11-27T11:57:33+00:00,"['Beth Shepherd', 'Bill Baldwin']",https://aws.amazon.com/blogs/big-data/highlight-the-breadth-of-your-data-and-analytics-technical-expertise-with-new-aws-certification-beta/
"Extract, Transform and Load data into S3 data lake using CTAS and INSERT INTO statements in Amazon Athena",2019-11-26T17:24:31+00:00,['Pathik Shah'],https://aws.amazon.com/blogs/big-data/extract-transform-and-load-data-into-s3-data-lake-using-ctas-and-insert-into-statements-in-amazon-athena/
Connect Amazon Athena to your Apache Hive Metastore and use user-defined functions,2019-11-26T17:22:42+00:00,['Janak Agarwal'],https://aws.amazon.com/blogs/big-data/connect-amazon-athena-to-your-apache-hive-metastore-and-use-user-defined-functions/
Prepare data for model-training and invoke machine learning models with Amazon Athena,2019-11-26T17:20:54+00:00,"['Janak Agarwal', 'Ronak Shah']",https://aws.amazon.com/blogs/big-data/prepare-data-for-model-training-and-invoke-machine-learning-models-with-amazon-athena/
Query any data source with Amazon Athena\xe2\x80\x99s new federated query,2019-11-26T17:19:08+00:00,['Janak Agarwal'],https://aws.amazon.com/blogs/big-data/query-any-data-source-with-amazon-athenas-new-federated-query/
Simplify ETL data pipelines using Amazon Athena\xe2\x80\x99s federated queries and user-defined functions,2019-11-26T17:17:37+00:00,"['Manny Wald', 'Janak Agarwal']",https://aws.amazon.com/blogs/big-data/simplify-etl-data-pipelines-using-amazon-athenas-federated-queries-and-user-defined-functions/
Highlight Critical Insights with Conditional Formatting in Amazon QuickSight,2019-11-25T17:46:32+00:00,['Susan Fang'],https://aws.amazon.com/blogs/big-data/highlight-critical-insights-with-conditional-formatting-in-amazon-quicksight/
Evolve your analytics with Amazon QuickSight\xe2\x80\x99s new APIs and theming capabilities,2019-11-22T15:24:41+00:00,['Jose Kunnackal'],https://aws.amazon.com/blogs/big-data/evolve-your-analytics-with-amazon-quicksights-new-apis-and-theming-capabilities/
"Provisioning the Intuit Data Lake with Amazon EMR, Amazon SageMaker, and AWS Service Catalog",2019-11-20T10:13:28+00:00,"['Michael Sambol', 'Ben Covi']",https://aws.amazon.com/blogs/big-data/provisioning-the-intuit-data-lake-with-amazon-emr-amazon-sagemaker-and-aws-service-catalog/
Amazon EMR introduces EMR runtime for Apache Spark,2019-11-18T14:22:05+00:00,"['Joseph Marques', 'Peter Gvozdjak']",https://aws.amazon.com/blogs/big-data/amazon-emr-introduces-emr-runtime-for-apache-spark/
Simplify management of Amazon Redshift clusters with the Redshift console,2019-11-15T09:18:16+00:00,"['Debu Panda', 'Raja Bhogi']",https://aws.amazon.com/blogs/big-data/simplify-management-of-amazon-redshift-clusters-with-the-redshift-console/
Publish and update data products dynamically with AWS Data Exchange,2019-11-14T08:11:36+00:00,"['Akram Chetibi', 'Keerti Shah', 'Harsha Sharma']",https://aws.amazon.com/blogs/big-data/publish-and-update-data-products-dynamically-with-aws-data-exchange/
Find and acquire new data sets and retrieve new updates automatically using AWS Data Exchange,2019-11-13T13:54:56+00:00,"['Akram Chetibi', 'George Seib']",https://aws.amazon.com/blogs/big-data/find-and-acquire-new-data-sets-and-retrieve-new-updates-automatically-using-aws-data-exchange/
Enhancing dashboard interactivity with Amazon QuickSight Actions,2019-11-13T11:40:10+00:00,['Sahitya Pandiri'],https://aws.amazon.com/blogs/big-data/enhancing-dashboard-interactivity-with-amazon-quicksight-actions/
Secure your data on Amazon EMR using native EBS and per bucket S3 encryption options,2019-11-08T15:52:20+00:00,['Duncan Chan'],https://aws.amazon.com/blogs/big-data/secure-your-data-on-amazon-emr-using-native-ebs-and-per-bucket-s3-encryption-options/
Amazon QuickSight announces the all-new QuickSight Mobile app,2019-11-05T14:20:40+00:00,"['Susan Fang', 'Brian Stein']",https://aws.amazon.com/blogs/big-data/announcing-the-new-mobile-app-for-amazon-quicksight/
Joining across data sources on Amazon QuickSight,2019-11-01T14:46:18+00:00,['Rakshith Dayananda'],https://aws.amazon.com/blogs/big-data/joining-across-data-sources-on-amazon-quicksight/
"Orchestrate big data workflows with Apache Airflow, Genie, and Amazon EMR: Part 2",2019-11-01T11:49:55+00:00,"['Francisco Oliveira', 'Jelez Raditchkov', 'Prasad Alle']",https://aws.amazon.com/blogs/big-data/orchestrate-big-data-workflows-with-apache-airflow-genie-and-amazon-emr-part-2/
"Orchestrate big data workflows with Apache Airflow, Genie, and Amazon EMR: Part 1",2019-10-25T10:20:14+00:00,"['Francisco Oliveira', 'Jelez Raditchkov']",https://aws.amazon.com/blogs/big-data/orchestrate-big-data-workflows-with-apache-airflow-genie-and-amazon-emr-part-1/
Access and manage data from multiple accounts from a central AWS Lake Formation account,2019-10-25T09:30:39+00:00,"['Shilpa Mehta', 'Laura Caicedo Camacho', 'Luis Caro Perez']",https://aws.amazon.com/blogs/big-data/access-and-manage-data-from-multiple-accounts-from-a-central-aws-lake-formation-account/
"How ironSource built a multi-purpose data lake with Upsolver, Amazon S3, and Amazon Athena",2019-10-18T09:17:34+00:00,"['Seva Feldman', 'Eran Levy', 'Roy Hasson']",https://aws.amazon.com/blogs/big-data/how-ironsource-built-a-multi-purpose-data-lake-with-upsolver-amazon-s3-and-amazon-athena/
Best practices to scale Apache Spark jobs and partition data with AWS Glue,2019-10-17T14:22:00+00:00,['Mohit Saxena'],https://aws.amazon.com/blogs/big-data/best-practices-to-scale-apache-spark-jobs-and-partition-data-with-aws-glue/
Orchestrate Amazon Redshift-Based ETL workflows with AWS Step Functions and AWS Glue,2019-10-11T13:38:00+00:00,['Ben Romano'],https://aws.amazon.com/blogs/big-data/orchestrate-amazon-redshift-based-etl-workflows-with-aws-step-functions-and-aws-glue/
Protect and Audit PII data in Amazon Redshift with DataSunrise Security,2019-10-08T11:50:00+00:00,"['Saunak Chandra', 'Radik Chumaren']",https://aws.amazon.com/blogs/big-data/protect-and-audit-pii-data-in-amazon-redshift-with-datasunrise-security/
Install Python libraries on a running cluster with EMR Notebooks,2019-10-04T14:58:03+00:00,['Parag Chaudhari'],https://aws.amazon.com/blogs/big-data/install-python-libraries-on-a-running-cluster-with-emr-notebooks/
"Analyze Google Analytics data using Upsolver, Amazon Athena, and Amazon QuickSight",2019-09-27T09:55:00+00:00,"['Roy Hasson', 'Eran Levy']",https://aws.amazon.com/blogs/big-data/analyze-google-analytics-data-using-upsolver-amazon-athena-and-amazon-quicksight/
Upgrade your resume with the AWS Certified Big Data \xe2\x80\x94 Specialty Certification,2019-09-20T16:47:13+00:00,['Tina Kelleher'],https://aws.amazon.com/blogs/big-data/upgrade-your-resume-with-the-aws-certified-big-data-specialty-certification/
Secure your Amazon EMR cluster from unintentional network exposure with Block Public Access configuration,2019-09-20T08:39:26+00:00,"['Vignesh Rajamani', 'Wesley Blumenthal', 'Esther Kundin']",https://aws.amazon.com/blogs/big-data/secure-your-amazon-emr-cluster-from-unintentional-network-exposure-with-block-public-access-configuration/
Federate Amazon QuickSight access with Okta,2019-09-13T09:09:32+00:00,"['Loc Trinh', 'Naresh Gautam']",https://aws.amazon.com/blogs/big-data/federate-amazon-quicksight-access-with-okta/
Create advanced insights using Level Aware Aggregations in Amazon QuickSight,2019-09-11T14:45:53+00:00,['Arun Baskar'],https://aws.amazon.com/blogs/big-data/create-advanced-insights-using-level-aware-aggregations-in-amazon-quicksight/
Implement perimeter security in Amazon EMR using Apache Knox,2019-09-06T16:28:52+00:00,"['Varun Rao Bhamidimarri', 'Mert Hocanin', 'Srikanth Kodali']",https://aws.amazon.com/blogs/big-data/implement-perimeter-security-in-emr-using-apache-knox/
Run Spark applications with Docker using Amazon EMR 6.0.0 (Beta),2019-09-05T14:42:07+00:00,"['Paul Codding', 'Ajay Jadhav', 'Rentao Wu', 'Stephen Wu']",https://aws.amazon.com/blogs/big-data/run-spark-applications-with-docker-using-amazon-emr-6-0-0-beta/
Extract Oracle OLTP data in real time with GoldenGate and query from Amazon Athena,2019-08-30T11:02:49+00:00,"['Sreekanth Krishnavajjala', 'Vinod Kataria']",https://aws.amazon.com/blogs/big-data/extract-oracle-oltp-data-in-real-time-with-goldengate-and-query-from-amazon-athena/
Automate Amazon Redshift cluster creation using AWS CloudFormation,2019-08-29T12:27:48+00:00,['Sudhir Gupta'],https://aws.amazon.com/blogs/big-data/automate-amazon-redshift-cluster-creation-using-aws-cloudformation/
How to migrate a large data warehouse from IBM Netezza to Amazon Redshift with no downtime,2019-08-21T11:21:09+00:00,"['Guillermo Menendez Corral', 'Arturo Bayo']",https://aws.amazon.com/blogs/big-data/how-to-migrate-from-ibm-netezza-to-amazon-redshift-with-no-downtime/
Perform biomedical informatics without a database using MIMIC-III data and Amazon Athena,2019-08-20T17:23:56+00:00,"['James Wiggins', 'Alistair Johnson']",https://aws.amazon.com/blogs/big-data/perform-biomedical-informatics-without-a-database-using-mimic-iii-data-and-amazon-athena/
Discover metadata with AWS Lake Formation: Part 2,2019-08-16T13:52:09+00:00,"['Julia Soscia', 'Eric Weinberg', 'Francesco Marelli', 'Mat Werber']",https://aws.amazon.com/blogs/big-data/discover-metadata-with-aws-lake-formation-part-2/
Discovering metadata with AWS Lake Formation: Part 1,2019-08-15T09:44:41+00:00,"['Julia Soscia', 'Eric Weinberg', 'Francesco Marelli', 'Mat Werber']",https://aws.amazon.com/blogs/big-data/discovering-metadata-with-aws-lake-formation-part-1/
Getting started with AWS Lake Formation,2019-08-12T11:56:22+00:00,['Gordon Heinrich'],https://aws.amazon.com/blogs/big-data/getting-started-with-aws-lake-formation/
Integrate and deduplicate datasets using AWS Lake Formation FindMatches,2019-08-08T16:26:50+00:00,"['Sergei Dobroshinsky', 'Tim Jones']",https://aws.amazon.com/blogs/big-data/integrate-and-deduplicate-datasets-using-aws-lake-formation-findmatches/
"Build, secure, and manage data lakes with AWS Lake Formation",2019-08-08T16:13:50+00:00,"['Nikki Rouda', 'Prajakta Damle']",https://aws.amazon.com/blogs/big-data/building-securing-and-managing-data-lakes-with-aws-lake-formation/
"Analyzing AWS WAF logs with Amazon ES, Amazon Athena, and Amazon QuickSight",2019-08-02T09:12:08+00:00,['Aaron Franco'],https://aws.amazon.com/blogs/big-data/analyzing-aws-waf-logs-with-amazon-es-amazon-athena-and-amazon-quicksight/
Bringing your stored procedures to Amazon Redshift,2019-08-01T12:20:37+00:00,"['Joe Harris', 'Abhinav Singh', 'Entong Shen', 'Vinay Shukla', 'Sushim Mitra']",https://aws.amazon.com/blogs/big-data/bringing-your-stored-procedures-to-amazon-redshift/
Query your data created on-premises using Amazon Athena and AWS Storage Gateway,2019-07-26T11:51:36+00:00,['James Forrester'],https://aws.amazon.com/blogs/big-data/query-your-data-created-on-premises-using-amazon-athena-and-aws-storage-gateway/
Migrate and deploy your Apache Hive metastore on Amazon EMR,2019-07-25T10:14:16+00:00,['Tanzir Musabbir'],https://aws.amazon.com/blogs/big-data/migrate-and-deploy-your-apache-hive-metastore-on-amazon-emr/
Separate queries and managing costs using Amazon Athena workgroups,2019-07-18T11:41:34+00:00,['Roy Hasson'],https://aws.amazon.com/blogs/big-data/separating-queries-and-managing-costs-using-amazon-athena-workgroups/
Orchestrate an ETL process using AWS Step Functions for Amazon Redshift,2019-07-12T08:47:13+00:00,['Thiyagarajan Arumugam'],https://aws.amazon.com/blogs/big-data/orchestrating-an-etl-process-using-aws-step-functions-for-amazon-redshift/
Extract Salesforce.com data using AWS Glue and analyzing with Amazon Athena,2019-07-11T15:51:42+00:00,['Behram Irani'],https://aws.amazon.com/blogs/big-data/extracting-salesforce-com-data-using-aws-glue-and-analyzing-with-amazon-athena/
Set alerts in Amazon Elasticsearch Service,2019-07-09T13:22:32+00:00,['Jon Handler'],https://aws.amazon.com/blogs/big-data/setting-alerts-in-amazon-elasticsearch-service/
Modify your cluster on the fly with Amazon EMR reconfiguration,2019-07-01T14:54:06+00:00,"['Brandon Scheller', 'Junyang Li']",https://aws.amazon.com/blogs/big-data/modifying-your-cluster-on-the-fly-with-amazon-emr-reconfiguration/
Load ongoing data lake changes with AWS DMS and AWS Glue,2019-07-01T08:47:12+00:00,['Rajiv Gupta'],https://aws.amazon.com/blogs/big-data/loading-ongoing-data-lake-changes-with-aws-dms-and-aws-glue/
Detect fraudulent calls using Amazon QuickSight ML insights,2019-06-28T08:29:49+00:00,['Guy Ben Baruch'],https://aws.amazon.com/blogs/big-data/detect-fraudulent-calls-using-amazon-quicksight-ml-insights/
Performance updates to Apache Spark in Amazon EMR 5.24 \xe2\x80\x93 Up to 13x better performance compared to Amazon EMR 5.16,2019-06-25T10:48:05+00:00,"['Paul Codding', 'Surya Vadan Adivikolanu', 'Atul Payapilly', 'Joseph Marques', 'Peter Gvozdjak', 'Yuzhou Sun']",https://aws.amazon.com/blogs/big-data/performance-updates-to-apache-spark-in-amazon-emr-5-24-up-to-13x-better-performance-compared-to-amazon-emr-5-16/
Introducing Amazon QuickSight fine-grained access control over Amazon S3 and Amazon Athena,2019-06-21T12:26:03+00:00,['Jose Kunnackal'],https://aws.amazon.com/blogs/big-data/introducing-amazon-quicksight-fine-grained-access-control-over-amazon-s3-and-amazon-athena/
How 3M Health Information Systems built a healthcare data reporting tool with Amazon Redshift,2019-06-19T08:29:04+00:00,['Dhanraj Shriyan'],https://aws.amazon.com/blogs/big-data/why-3m-health-information-systems-chose-amazon-redshift-to-build-a-healthcare-analytics-platform/
Amazon EMR Migration Guide,2019-06-18T11:20:00+00:00,['Nikki Rouda'],https://aws.amazon.com/blogs/big-data/amazon-emr-migration-guide/
"Amazon QuickSight updates: Multiple sheets in dashboards, axis label orientation options, and more",2019-06-11T16:57:18+00:00,['Sahitya Pandiri'],https://aws.amazon.com/blogs/big-data/amazon-quicksight-updates-multiple-sheets-in-dashboards-axis-label-orientation-options-and-more/
Optimize downstream data processing with Amazon Kinesis Data Firehose and Amazon EMR running Apache Spark,2019-06-11T12:29:04+00:00,['Srikanth Kodali'],https://aws.amazon.com/blogs/big-data/optimizing-downstream-data-processing-with-amazon-kinesis-data-firehose-and-amazon-emr-running-apache-spark/
How to export an Amazon DynamoDB table to Amazon S3 using AWS Step Functions and AWS Glue,2019-06-04T18:03:41+00:00,['Joe Feeney'],https://aws.amazon.com/blogs/big-data/how-to-export-an-amazon-dynamodb-table-to-amazon-s3-using-aws-step-functions-and-aws-glue/
"Trigger cross-region replication of pre-existing objects using Amazon S3 inventory, Amazon EMR, and Amazon Athena",2019-05-30T11:27:42+00:00,"['Michael Sambol', 'Chauncy McCaughey']",https://aws.amazon.com/blogs/big-data/trigger-cross-region-replication-of-pre-existing-objects-using-amazon-s3-inventory-amazon-emr-and-amazon-athena/
Easily query AWS service logs using Amazon Athena,2019-05-29T10:41:50+00:00,['Damon Cortesi'],https://aws.amazon.com/blogs/big-data/easily-query-aws-service-logs-using-amazon-athena/
EMR Notebooks: A managed analytics environment based on Jupyter notebooks,2019-05-22T11:31:44+00:00,"['Vignesh Rajamani', 'Nikki Rouda']",https://aws.amazon.com/blogs/big-data/emr-notebooks-a-managed-analytics-environment-based-on-jupyter-notebooks/
Test data quality at scale with Deequ,2019-05-16T09:39:13+00:00,"['Dustin Lange', 'Philipp Schmidt', 'Sebastian Schelter', 'Tammo Rukat']",https://aws.amazon.com/blogs/big-data/test-data-quality-at-scale-with-deequ/
Optimize Amazon EMR costs with idle checks and automatic resource termination using advanced Amazon CloudWatch metrics and AWS Lambda,2019-05-07T09:01:45+00:00,['Praveen Krishnamoorthy Ravikumar'],https://aws.amazon.com/blogs/big-data/optimize-amazon-emr-costs-with-idle-checks-and-automatic-resource-termination-using-advanced-amazon-cloudwatch-metrics-and-aws-lambda/
Query your Amazon Redshift cluster with the new Query Editor,2019-05-03T19:57:52+00:00,"['Surbhi Dangi', 'Raja Bhogi']",https://aws.amazon.com/blogs/big-data/query-your-amazon-redshift-cluster-with-the-new-query-editor/
Build and automate a serverless data lake using an AWS Glue trigger for the Data Catalog and ETL jobs,2019-04-25T08:01:38+00:00,"['Saurabh Shrivastava', 'Chirag Oswal', 'Luis Lopez Soria']",https://aws.amazon.com/blogs/big-data/build-and-automate-a-serverless-data-lake-using-an-aws-glue-trigger-for-the-data-catalog-and-etl-jobs/
Amazon Kinesis Data Firehose custom prefixes for Amazon S3 objects,2019-04-22T11:32:00+00:00,['Rajeev Chakrabarti'],https://aws.amazon.com/blogs/big-data/amazon-kinesis-data-firehose-custom-prefixes-for-amazon-s3-objects/
Build and run streaming applications with Apache Flink and Amazon Kinesis Data Analytics for Java Applications,2019-04-16T14:25:19+00:00,['Steffen Hausmann'],https://aws.amazon.com/blogs/big-data/build-and-run-streaming-applications-with-apache-flink-and-amazon-kinesis-data-analytics-for-java-applications/
Improve clinical trial outcomes by using AWS technologies,2019-04-11T09:30:11+00:00,"['Mayank Thakkar', 'Deven Atnoor']",https://aws.amazon.com/blogs/big-data/improve-clinical-trial-outcomes-by-using-aws-technologies/
Best practices for successfully managing memory for Apache Spark applications on Amazon EMR,2019-04-09T09:50:20+00:00,['Karunanithi Shanmugam'],https://aws.amazon.com/blogs/big-data/best-practices-for-successfully-managing-memory-for-apache-spark-applications-on-amazon-emr/
Federate Amazon Redshift access with Okta as an identity provider,2019-04-05T14:08:11+00:00,['Rajiv Gupta'],https://aws.amazon.com/blogs/big-data/federate-amazon-redshift-access-with-okta-as-an-identity-provider/
Grant fine-grained access to the Amazon Redshift Management Console,2019-03-26T12:59:56+00:00,"['Raj Jayaraman', 'Po Hong']",https://aws.amazon.com/blogs/big-data/granting-fine-grained-access-to-the-amazon-redshift-management-console/
Build a modern analytics stack optimized for sharing and collaborating with Mode and Amazon Redshift,2019-03-19T12:08:34+00:00,"['Benn Stancil', 'Himanshu Raja', 'Ayush Jain']",https://aws.amazon.com/blogs/big-data/build-a-modern-analytics-stack-optimized-for-sharing-and-collaborating-with-mode-and-amazon-redshift/
Amazon QuickSight Announces General Availability of ML Insights,2019-03-14T11:06:27+00:00,['Luis Wang'],https://aws.amazon.com/blogs/big-data/amazon-quicksight-announces-general-availability-of-ml-insights/
Best practices for running Apache Spark applications using Amazon EC2 Spot Instances with Amazon EMR,2019-03-12T10:28:45+00:00,"['Ran Sheinberg', 'Daniel Haviv']",https://aws.amazon.com/blogs/big-data/best-practices-for-running-apache-spark-applications-using-amazon-ec2-spot-instances-with-amazon-emr/
How to enable cross-account Amazon Redshift COPY and Redshift Spectrum query for AWS KMS\xe2\x80\x93encrypted data in Amazon S3,2019-03-08T10:35:11+00:00,['Asim Kumar Sasmal'],https://aws.amazon.com/blogs/big-data/how-to-enable-cross-account-amazon-redshift-copy-and-redshift-spectrum-query-for-aws-kms-encrypted-data-in-amazon-s3/
Improve Apache Spark write performance on Apache Parquet formats with the EMRFS S3-optimized committer,2019-03-01T15:41:13+00:00,"['Peter Slawski', 'Jonathan Kelly']",https://aws.amazon.com/blogs/big-data/improve-apache-spark-write-performance-on-apache-parquet-formats-with-the-emrfs-s3-optimized-committer/
Spark enhancements for elasticity and resiliency on Amazon EMR,2019-02-22T14:19:06+00:00,['Udit Mehrotra'],https://aws.amazon.com/blogs/big-data/spark-enhancements-for-elasticity-and-resiliency-on-amazon-emr/
Visualize over 200 years of global climate data using Amazon Athena and Amazon QuickSight,2019-02-13T10:42:30+00:00,"['Joe Flasher', 'Conor Delaney']",https://aws.amazon.com/blogs/big-data/visualize-over-200-years-of-global-climate-data-using-amazon-athena-and-amazon-quicksight/
"Create real-time clickstream sessions and run analytics with Amazon Kinesis Data Analytics, AWS Glue, and Amazon Athena",2019-02-07T13:56:46+00:00,['Hugo Rozestraten'],https://aws.amazon.com/blogs/big-data/create-real-time-clickstream-sessions-and-run-analytics-with-amazon-kinesis-data-analytics-aws-glue-and-amazon-athena/
"Metadata classification, lineage, and discovery using Apache Atlas on Amazon EMR",2019-01-31T08:33:24+00:00,"['Nikita Jaggi', 'Andrew Park']",https://aws.amazon.com/blogs/big-data/metadata-classification-lineage-and-discovery-using-apache-atlas-on-amazon-emr/
Our data lake story: How Woot.com built a serverless data lake on AWS,2019-01-22T13:00:56+00:00,"['Karthik Kumar Odapally', 'Chaya Carey']",https://aws.amazon.com/blogs/big-data/our-data-lake-story-how-woot-com-built-a-serverless-data-lake-on-aws/
Analyze and visualize nested JSON data with Amazon Athena and Amazon QuickSight,2019-01-18T10:08:48+00:00,['Mariano Kamp'],https://aws.amazon.com/blogs/big-data/analyze-and-visualize-nested-json-data-with-amazon-athena-and-amazon-quicksight/
Bannerconnect uses Amazon Redshift to help clients improve digital marketing results,2019-01-03T11:26:31+00:00,"['Danny Stommen', 'Thiyagarajan Arumugam']",https://aws.amazon.com/blogs/big-data/bannerconnect-uses-amazon-redshift-to-help-clients-improve-digital-marketing-results/
Run Amazon payments analytics with 750 TB of data on Amazon Redshift,2018-12-28T17:56:51+00:00,"['Bishwabandhu Newton', 'Matt Scaer']",https://aws.amazon.com/blogs/big-data/running-amazon-payments-analytics-on-amazon-redshift-with-750tb-of-data/
Analyze your Amazon CloudFront access logs at scale,2018-12-21T11:01:36+00:00,['Steffen Grunwald'],https://aws.amazon.com/blogs/big-data/analyze-your-amazon-cloudfront-access-logs-at-scale/
Reduce costs by migrating Apache Spark and Hadoop to Amazon EMR,2018-12-20T14:05:18+00:00,['Nikki Rouda'],https://aws.amazon.com/blogs/big-data/reduce-costs-by-migrating-apache-spark-and-hadoop-to-amazon-emr/
Best Practices for Securing Amazon EMR,2018-12-14T11:25:54+00:00,"['Tony Nguyen', 'Aaron Friedman']",https://aws.amazon.com/blogs/big-data/best-practices-for-securing-amazon-emr/
Manage centralized Microsoft Exchange Server logs using Amazon Kinesis Agent for Windows,2018-12-06T14:34:09+00:00,['Vijay Amirtharaj'],https://aws.amazon.com/blogs/big-data/manage-centralized-microsoft-exchange-server-logs-using-amazon-kinesis-agent-for-windows/
Embed interactive dashboards in your application with Amazon QuickSight,2018-11-27T15:31:21+00:00,['Jose Kunnackal'],https://aws.amazon.com/blogs/big-data/embed-interactive-dashboards-in-your-application-with-amazon-quicksight/
Amazon QuickSight announces ML Insights in preview,2018-11-27T15:21:39+00:00,['Luis Wang'],https://aws.amazon.com/blogs/big-data/amazon-quicksight-announces-ml-insights-in-preview/
